    ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1475    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
     1785    0.000    0.000    0.000    0.000 range.py:999(__len__)
      154    0.000    0.000    0.000    0.000 warnings.py:168(simplefilter)
     2072    0.000    0.000    0.000    0.000 typing.py:1279(__eq__)
      974    0.000    0.000    0.000    0.000 managers.py:2177(_grouping_func)
       77    0.000    0.000    0.000    0.000 common.py:231(asarray_tuplesafe)
       40    0.000    0.000    0.000    0.000 typing.py:1542(copy_with)
        1    0.000    0.000    0.000    0.000 _core.py:639(PlotAccessor)
     8408    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.000    0.000 _type_check_impl.py:1(<module>)
      159    0.000    0.000    0.000    0.000 inspect.py:176(get_annotations)
      199    0.000    0.000    0.000    0.000 selectors.py:268(close)
      694    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:647(_check_name_wrapper)
        4    0.000    0.000    0.000    0.000 format.py:817(_get_formatted_index)
        1    0.000    0.000    0.000    0.000 Transition.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bz2.py:1(<module>)
        4    0.000    0.000    0.000    0.000 managers.py:1707(_interleave)
        1    0.000    0.000    0.000    0.000 html.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loaders.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:458(_mac_os_check)
      201    0.000    0.000    0.000    0.000 dictconfig.py:149(_validate_get)
      844    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
      563    0.000    0.000    0.000    0.000 pathlib.py:1164(__new__)
       43    0.000    0.000    0.000    0.000 typing.py:1417(copy_with)
  286/214    0.000    0.000    0.000    0.000 _generate_schema.py:2608(_extract_get_pydantic_json_schema)
        1    0.000    0.000    0.000    0.000 xml.py:1(<module>)
        1    0.000    0.000    0.000    0.000 kml.py:1(<module>)
        2    0.000    0.000    0.000    0.000 accessors.py:1(<module>)
        2    0.000    0.000    0.000    0.000 scanner.py:1(<module>)
        7    0.000    0.000    0.000    0.000 kml_generator.py:46(generate_groundpoint_polygon)
       70    0.000    0.000    0.000    0.000 nanops.py:482(nanany)
      417    0.000    0.000    0.000    0.000 blocks.py:2795(extend_blocks)
        1    0.000    0.000    0.000    0.000 parquet.py:1(<module>)
      140    0.000    0.000    0.000    0.000 <frozen genericpath>:16(exists)
       20    0.000    0.000    0.000    0.000 typing_objects.py:58(_compile_identity_check_function)
        2    0.000    0.000    0.000    0.000 indexing.py:1696(_get_list_axis)
        1    0.000    0.000    0.000    0.000 styleselector.py:1(<module>)
     2105    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        1    0.000    0.000    0.000    0.000 constructor.py:54(construct_document)
        1    0.000    0.000    0.000    0.000 resource_tracker.py:1(<module>)
      130    0.000    0.000    0.000    0.000 inspect.py:3029(__init__)
        1    0.000    0.000    0.000    0.000 compiler.py:300(CodeGenerator)
       15    0.000    0.000    0.000    0.000 util.py:189(__init__)
       17    0.000    0.000    0.000    0.000 listconfig.py:90(_validate_set)
      510    0.000    0.000    0.000    0.000 <frozen posixpath>:138(splitroot)
       14    0.000    0.000    0.000    0.000 typing.py:1291(__ror__)
      296    0.000    0.000    0.000    0.000 _utils.py:567(_is_interpolation)
       65    0.000    0.000    0.000    0.000 pathlib.py:870(is_dir)
       64    0.000    0.000    0.000    0.000 queue.py:122(put)
      838    0.000    0.000    0.000    0.000 common.py:1331(is_ea_or_datetimelike_dtype)
       64    0.000    0.000    0.000    0.000 styleselector.py:72(iconstyle)
      234    0.000    0.000    0.000    0.000 warnings.py:184(_add_filter)
       67    0.000    0.000    0.000    0.000 _typing_extra.py:358(try_eval_type)
     1934    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       83    0.000    0.000    0.000    0.000 _utils.py:597(_is_special)
      193    0.000    0.000    0.000    0.000 {built-in method posix.read}
     1109    0.000    0.000    0.000    0.000 flags.py:87(allows_duplicate_labels)
        1    0.000    0.000    0.000    0.000 locks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _arraysetops_impl.py:1(<module>)
     1897    0.000    0.000    0.000    0.000 _parser.py:164(__len__)
     5182    0.000    0.000    0.000    0.000 typing.py:2187(cast)
        1    0.000    0.000    0.000    0.000 object_array.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string.py:69(__init_subclass__)
        3    0.000    0.000    0.000    0.000 _generate_schema.py:512(ser_path)
  955/845    0.000    0.000    0.000    0.000 typing.py:1285(__hash__)
      132    0.000    0.000    0.000    0.000 queues.py:131(full)
      130    0.000    0.000    0.000    0.000 minidom.py:940(_set_attribute_node)
      192    0.000    0.000    0.000    0.000 contextlib.py:141(__exit__)
      284    0.000    0.000    0.000    0.000 _utils.py:431(is_dataclass)
       70    0.000    0.000    0.000    0.000 base_parser.py:191(_validate_parse_dates_presence)
        1    0.000    0.000    0.000    0.000 omegaconf.py:113(OmegaConf)
       67    0.000    0.000    0.000    0.000 introspection.py:348(inspect_annotation)
      256    0.000    0.000    0.000    0.000 series.py:1073(_ixs)
       16    0.000    0.000    0.000    0.000 doc.py:93(window_agg_numba_parameters)
        2    0.000    0.000    0.000    0.000 parser.py:1(<module>)
       69    0.000    0.000    0.000    0.000 _function_base_impl.py:5272(delete)
      358    0.000    0.000    0.000    0.000 _compiler.py:216(_compile_charset)
       81    0.000    0.000    0.000    0.000 _asarray.py:27(require)
        1    0.000    0.000    0.000    0.000 tarfile.py:1(<module>)
       60    0.000    0.000    0.000    0.000 copy.py:247(_reconstruct)
      808    0.000    0.000    0.000    0.000 ATNState.py:136(addTransition)
        1    0.000    0.000    0.000    0.000 pivot.py:1(<module>)
      154    0.000    0.000    0.000    0.000 omegaconf.py:971(read_write)
        3    0.000    0.000    0.000    0.000 concat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multi.py:3935(insert)
       64    0.000    0.000    0.000    0.000 substyle.py:205(__init__)
     2697    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
      8/5    0.000    0.000    0.000    0.000 constructor.py:410(construct_yaml_map)
        1    0.000    0.000    0.000    0.000 datetimes.py:106(DatetimeIndex)
      605    0.000    0.000    0.000    0.000 base.py:84(<genexpr>)
        3    0.000    0.000    0.000    0.000 apply.py:860(values)
     1806    0.000    0.000    0.000    0.000 scanner.py:279(stale_possible_simple_keys)
       67    0.000    0.000    0.000    0.000 _typing_extra.py:413(eval_type_backport)
        1    0.000    0.000    0.000    0.000 multi.py:227(MultiIndex)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _utils.py:138(construct_mapping)
       86    0.000    0.000    0.000    0.000 inspect.py:1845(getattr_static)
        2    0.000    0.000    0.000    0.000 period.py:1(<module>)
        1    0.000    0.000    0.000    0.000 platform.py:1140(python_implementation)
     3426    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
      130    0.000    0.000    0.000    0.000 expatbuilder.py:166(reset)
     2084    0.000    0.000    0.000    0.000 __init__.py:34(using_copy_on_write)
      111    0.000    0.000    0.000    0.000 typing.py:361(_flatten_literal_params)
      268    0.000    0.000    0.000    0.000 dataclasses.py:864(_set_new_attribute)
        1    0.000    0.000    0.000    0.000 __init__.py:436(PercentStyle)
        1    0.000    0.000    0.000    0.000 platform.py:1042(_sys_version)
        7    0.000    0.000    0.000    0.000 base.py:674(_with_infer)
      466    0.000    0.000    0.000    0.000 enum.py:849(__setattr__)
        1    0.000    0.000    0.000    0.000 fuel_table.py:6(generate_fuel_remaining_table)
      199    0.000    0.000    0.000    0.000 {built-in method select.poll}
       70    0.000    0.000    0.000    0.000 common.py:1233(dedup_names)
       70    0.000    0.000    0.000    0.000 c_parser_wrapper.py:201(_set_noconvert_columns)
      609    0.000    0.000    0.000    0.000 threading.py:302(__exit__)
        1    0.000    0.000    0.000    0.000 array_utils.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _optional.py:85(import_optional_dependency)
       67    0.000    0.000    0.000    0.000 _typing_extra.py:459(_eval_type_backport)
        1    0.000    0.000    0.000    0.000 six.py:1(<module>)
      214    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
      115    0.000    0.000    0.000    0.000 _dtype.py:350(_name_get)
       65    0.000    0.000    0.000    0.000 expatbuilder.py:716(createParser)
      216    0.000    0.000    0.000    0.000 common.py:188(_expand_user)
      376    0.000    0.000    0.000    0.000 _compiler.py:403(_simple)
        7    0.000    0.000    0.000    0.000 inspect.py:3300(__str__)
       64    0.000    0.000    0.000    0.000 threading.py:515(release)
      695    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
        1    0.000    0.000    0.000    0.000 grouper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 construction.py:506(nested_data_to_arrays)
       75    0.000    0.000    0.000    0.000 nodes.py:143(_validate_and_convert_impl)
      329    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 _polynomial_impl.py:449(polyfit)
      263    0.000    0.000    0.000    0.000 __init__.py:12(escape)
      168    0.000    0.000    0.000    0.000 base.py:152(_set_flag)
       65    0.000    0.000    0.000    0.000 expatbuilder.py:137(__init__)
     1069    0.000    0.000    0.000    0.000 minidom.py:551(__getitem__)
      300    0.000    0.000    0.000    0.000 getlimits.py:697(__init__)
        7    0.000    0.000    0.000    0.000 __init__.py:678(children)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1569(_IPv4Constants)
     1261    0.000    0.000    0.000    0.000 typing.py:1592(__eq__)
        2    0.000    0.000    0.000    0.000 _strptime.py:121(__calc_date_time)
        4    0.000    0.000    0.000    0.000 constructor.py:215(construct_mapping)
      530    0.000    0.000    0.000    0.000 process.py:247(sentinel)
        1    0.000    0.000    0.000    0.000 popen_spawn_posix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2332(_IPv6Constants)
       67    0.000    0.000    0.000    0.000 _typing_extra.py:489(_eval_type)
       64    0.000    0.000    0.000    0.000 featgeom.py:1262(__str__)
        1    0.000    0.000    0.000    0.000 construction.py:793(to_arrays)
        1    0.000    0.000    0.000    0.000 __init__.py:152(EntryPoint)
        1    0.000    0.000    0.000    0.000 _schema_gather.py:1(<module>)
      311    0.000    0.000    0.000    0.000 function_base.py:473(_add_docstring)
        1    0.000    0.000    0.000    0.000 datetimelike.py:1940(TimelikeOps)
      256    0.000    0.000    0.000    0.000 {method 'searchsorted' of 'numpy.ndarray' objects}
      306    0.000    0.000    0.000    0.000 scanner.py:135(get_token)
       35    0.000    0.000    0.000    0.000 ipaddress.py:2256(__init__)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1502(__init__)
        1    0.000    0.000    0.000    0.000 from_dataframe.py:1(<module>)
       64    0.000    0.000    0.000    0.000 common.py:37(wrapper)
        1    0.000    0.000    0.000    0.000 masked.py:107(BaseMaskedArray)
      176    0.000    0.000    0.000    0.000 inspect.py:2812(replace)
        3    0.000    0.000    0.000    0.000 _generate_schema.py:663(clean_schema)
        2    0.000    0.000    0.000    0.000 string.py:67(_insert_dot_separators)
       43    0.000    0.000    0.000    0.000 typing.py:1999(__init_subclass__)
      493    0.000    0.000    0.000    0.000 ATNDeserializer.py:453(<lambda>)
        4    0.000    0.000    0.000    0.000 constructor.py:132(construct_mapping)
       57    0.000    0.000    0.000    0.000 {built-in method posix.close}
        1    0.000    0.000    0.000    0.000 construction.py:928(_finalize_columns_and_data)
       64    0.000    0.000    0.000    0.000 indexing.py:782(_maybe_mask_setitem_value)
      985    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
      192    0.000    0.000    0.000    0.000 nanops.py:187(_get_fill_value)
        8    0.000    0.000    0.000    0.000 spawn.py:83(get_command_line)
       64    0.000    0.000    0.000    0.000 blocks.py:1373(setitem)
  256/242    0.000    0.000    0.000    0.000 base.py:201(_get_flag_no_cache)
     2656    0.000    0.000    0.000    0.000 base.py:5144(_values)
       55    0.000    0.000    0.000    0.000 dataclasses.py:250(_recursive_repr)
      143    0.000    0.000    0.000    0.000 composer.py:88(compose_scalar_node)
   210/71    0.000    0.000    0.000    0.000 typing.py:407(_eval_type)
        4    0.000    0.000    0.000    0.000 base.py:1469(_get_values_for_csv)
      259    0.000    0.000    0.000    0.000 _parser.py:449(_uniq)
  353/351    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 expressions.py:1(<module>)
       11    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
        6    0.000    0.000    0.000    0.000 _strptime.py:342(pattern)
      825    0.000    0.000    0.000    0.000 format.py:745(<genexpr>)
        1    0.000    0.000    0.000    0.000 relativedelta.py:1(<module>)
     1209    0.000    0.000    0.000    0.000 _parser.py:293(tell)
       50    0.000    0.000    0.000    0.000 functools.py:521(decorating_function)
        1    0.000    0.000    0.000    0.000 Trees.py:1(<module>)
       65    0.000    0.000    0.000    0.000 connection.py:208(recv_bytes)
       64    0.000    0.000    0.000    0.000 common.py:43(_unpack_zerodim_and_defer)
